45.,URBANE,ur-BAYN,"Polished, sophisticated, suave, cosmopolitan.
Related word: urban, pertaining to or living in a city. Urbane suggests the polished sophistication of a city dweller.","

",
46.,JARGON,JAHR-gun,"Specialized and often pretentious language; unnecessarily complex phraseology; speech or writing that is highly technical and difficult to understand; specifically, obscure language or a private vocabulary used and understood only by members of a particular group or profession.","

",
47.,PRUDENT,PROO-dint,"(1)	Cautious, careful, planning wisely, exercising sound judgment in practical matters.
Synonyms: discreet, circumspect (Level 3, Word 21).
(2)	Spending carefully, using one's resources wisely.
Synonyms: thrifty, economical, frugal (Level 2, Word 35).
Related words: provide, provident (Level 4, Word 1).","

",
48.,INVIOLABLE,in-VY'l-uh-buul,"Secure; safe from assault, infringement, or destruction.
Synonyms: sacred, untouchable, unassailable, incorruptible.
Etymology tip: Inviolable combines the prefix in-, not, the suffix -able, and the verb to violate, and means literally ""not able to be violated.""","

",
49.,COMMODIOUS,kuh-MOH-dee-us,"Spacious, having plenty of room, comfortably convenient.
Synonyms: ample, capacious (kuh-PAY-shus).
Related words: commode, accommodate, accommodations.","

",
50.,PROXIMITY,prahk-SIM-i-tee,"Nearness, closeness, the state of being in the vicinity of something.
Usage tip: Avoid using the common phrase ""close proximity."" It's a redundancy. Proximity means closeness; therefore ""close proximity"" means ""close closeness."" Drop close and let proximity do its work alone.","

",
1.,ADVOCATE,AD-vuh-kayt,"To support, plead for, be in favor of, defend by argument; especially, to speak or write in favor or in defense of a person or cause. Synonyms: champion, endorse, espouse.
Corresponding noun: advocate, a supporter or defender of a cause, a champion, or a person who speaks for another.
Related words (from the Latin vocare, to call, summon): vocation; avocation; vocational; vocal; convoke, to call together; convocation, the act of calling together, or a group that has been summoned; evoke, to call out, call forth; and evocative, calling forth a response, especially an emotional one.","

",
2.,DELEGATE,DEL-uh-gayt,"To entrust with authority or power, deliver to another's care or management, hand over to an agent or representative.","

",
3.,UNPRECEDENTED,uhn-PRES-uh-den-tid,"Unheard-of, novel, new, having no precedent or parallel, having no prior example or justification.","

",
4.,POIGNANT,POYN-yint,"Piercing, sharp, penetrating; specifically, piercing or penetrating to the senses, to the emotions, or to the intellect.
Synonyms: biting, cutting, keen, acute.
Related words (from the Latin pungere, to pierce or prick): puncture; pungent, piercing to the smell or taste; expunge, to punch out, erase, delete.","

",
5.,NEBULOUS,NEB-yuu-lus,"Unclear, vague, obscure, hazy, indefinite, indistinct.
Related word: nebula, a cloudy mass of dust or gas visible between stars in space (plural, nebulae).","

",
6.,CLANDESTINE,klan-DES-tin,"Kept secret, done in secrecy, especially for an evil, immoral, or illegal purpose.
Synonyms: private, concealed, covert, underhand, sly, stealthy, furtive, surreptitious.
Pronunciation tip: Avoid the recent variants klanDES-tyn, klan-DES-teen, KLAN-destyn, and KLAN-des-teen. The traditional and preferred pronunciation is klan-DES-tin.","

",
7.,TIRADE,TY-rayd or ty-RAYD,"A long-drawn-out speech, especially a vehement and abusive one.
Additional useful words: protracted, drawn out to great length (see Level 3, Word 25); vituperative, full of harsh, abusive language; censorious, tending to censor, to blame or condemn.","

",
8.,RECUR,ri-KUR or nee-KUR,"To happen again, occur again, especially at intervals or after some lapse of time.
N.B. This discussion explains the distinction between the verbs recur and reoccur.","

",
9.,TACIT,TAS-it,"Unspoken, silent, implied or understood without words, done or made in silence, not expressed or declared openly.
Related word: taciturn (Level 3, Word 2).","

",
10.,ALLEGATION,AL-uh-GAY-shin,"An assertion or declaration, especially one made without proof. In law, an allegation is an assertion. of what one intends to prove.","

",
11.,GULLIBLE,GUHL-uh-buul,"Easily deceived, fooled, or cheated.
Synonym: credulous.
Related words: gull and dupe, which both mean to fool, cheat, deceive, take advantage of.","

",
12.,BENIGN,"buh-NYN, rhymes with a sign","(1)	Kindly, good-natured, gracious, mild, having or showing a gentle disposition.
(2)	Favorable, positive, propitious.
(3)	Of the weather or climate, healthful, beneficial, wholesome, salubrious.
(4)	In medicine: mild, not deadly, or severe.","

",
13.,PERIPHERAL,puh-RIF-uh-rul,"External, outer, lying at or forming the outside or boundary of something; hence, not essential, irrelevant.","

",
14.,REBUFF,ri-BUF or ree-BUF,"To refuse bluntly, reject sharply, turn down abruptly, snub, spurn.
Corresponding noun: rebuff, an abrupt refusal or rejection.","

",
15.,ANIMOSITY,AN-i-MAH-si-tee,"Ill will, hostility, antagonism, strong dislike or hatred.
Synonyms: malice, aversion, malevolence, antipathy, rancor, enmity.","

",
16.,TENUOUS,TEN-yoo-us,"Thin, slender, slight, flimsy, weak, not dense or substantial, lacking a strong basis, having little substance or strength.","

",
17.,COMPLACENT,kum-PLAY-sint,"Self-satisfied, smug, overly pleased with oneself.
Usage tip: Take care to distinguish between complacent and complaisant, which is pronounced kum-PLAY-zint and means inclined to please, gracious, obliging, courteous, affable, and urbane (Level l, Word 45).","

",
18.,ACME,AK-mee,"The peak, highest point, especially the point of culmination, the highest possible point in the development or progress of something.
Synonyms: summit, zenith.
Corresponding adjective: acmatic.","

",
19.,DEFUNCT,di-FUNGKT or dee-FUNGKT,"Dead, extinct, obsolete; no longer in existence, effect, operation, or use.","

",
20.,ABET,uh-BET,"To encourage, support, help, aid, promote, assist in achieving a purpose (either good or evil).
Usage tip: Abet is often used to mean assist in wrongdoing, as in the legal cliché ""to aid and abet,"" but abet may also be used favorably to mean assist in achieving a good purpose.","

",
21.,HAGGARD,HAG-urd,"Worn out, tired, drawn; wild-eyed and wasted, as from exhaustion, illness, or grief.
Synonyms: gaunt, emaciated.","

",
22.,WAIVE,like wave,"To relinquish voluntarily, give up, forgo; also, to postpone, defer, or dispense with.","

",
23.,CARNAL,KAHR-nul,"Bodily, pertaining to the flesh as opposed to the spirit.
Synonyms: sensual, corporeal.
Usage tip: Carnal is used of basic physical appetities.","

",
24.,SANCTION,"SANGK-shin, be sure to pronounce the C","To approve, allow, permit, authorize, certify, ratify.","

",
25.,AMBIGUOUS,am-BIG-yoo-us,"Uncertain, unclear, doubtful, dubious, questionable, puzzling, having an obscure or indefinite meaning.
Synonyms: enigmatic, cryptic, equivocal.
Antonyms: distinct, apparent, evident, conspicuous, manifest.","

",
26.,SPENDTHRIFT,"pronounced as spelled, stress on spend","Wasteful, spending extravagantly or foolishly, squandering one's resources. Synonyms: improvident, prodigal, profligate","

",
27.,MOLLIFY,MAH-li-fy,"To calm, soothe, soften in feeling or tone, make less harsh or severe.
Synonyms: pacify, appease, assuage (Level 2, Word 37).
Related word: emollient (adjective), softening, soothing, mollifying; (noun) a softening or soothing agent.","

",
28.,UNEQUIVOCAL,UHN-i-KWIV-uh-kul,"Clear and direct, definite, straightforward, certain; having a single, obvious meaning; capable of being interpreted in only one way.
Antonyms: equivocal, ambiguous (Level 2, Word 25).
Pronunciation tip: Many people mispronounce (and misspell) unequivocal as unequivocable. Unequivocal ends with -vocal, not -vocable. Take care to pronounce the word in five syllables: un-e-qui-vo-cal.","

",
29.,MALLEABLE,MAL-ee-uh-buul or MAL-yuhbuul,"Capable of being shaped, able to be molded or manipulated.
Synonyms: adaptable, impressionable, tractable.
Antonyms: inflexible, unyielding, stubborn, adamant, obstinate, intransigent.","

",
30.,VERBOSE,vur-BOHS,"Wordy, having too many words, long-winded, full of verbiage.
Synonyms: garrulous (Level 4, Word 8), loquacious, voluble (Level 5, Word 1), prolix (Level 9, Word 1).
Corresponding noun: verbosity.
Related words (from the Latin verbum, word): verbal; verbatim, expressed in precisely the same words; verbiage, an excess or overabundance of words.
Additional useful word: proffer, to put forward for acceptance, present as a gift.
Pronunciation tip: Carriage and marriage have two syllables, but verbiage and foliage have three. Don't say VUR-bij and FOH-lij (or FOY-lij). Take care to pronounce these words in three syllables: VUR-bee-ij and FOH-lee-ij.
N.B. This discussion concludes with a ""Word to the Wise"" on the proper distinction between oral and verbal.","

",
31.,TRANSIENT,TRAN-shint,"Temporary, passing away with time, lasting or staying only a short while, momentary, fleeting, short-lived.
Synonyms: transitory, evanescent, ephemeral (Level 4, Word 12), fugitive, fugacious.
Antonyms: permanent, timeless, eternal, everlasting.
Pronunciation tip: Pronounce transient in two syllables, with the same sh sound as in ancient. Also, in the words short-lived and long-lived, the second half, -lived, does not come from the verb to live but from the noun life plus the suffix -ed. Therefore the preferred pronunciation for the I is long, as in the adjective alive.","

",
32.,NETTLE,NET'l,"To irritate, annoy, vex, harass, pester, provoke.","

",
33.,REPUDIATE,ri-PYOO-dee-ayt,"(1)	To reject, cast off, disown, renounce, refuse to accept as one's own.
(2)	To reject as false, deny the authority of, refuse to accept as true.","

",
34.,IMPETUOUS,im-PETCH-oo-us,"Hasty, rash, overeager; acting in a sudden, vigorous, emotional way, with little thought.
Synonyms: impulsive.
Antonyms: prudent (Level 1, Word 47), discreet, circumspect (Level 3, Word 21).
",35.,35.
35.,FRUGAL,FROG-gul,"Spending carefully and wisely; also, involving little expense, not wasteful or lavish.
Synonyms: thrifty, economical, provident, parsimonious.","

",
36.,INCONGRUOUS,in-KAHNG-groo-us,"Out of place, inappropriate, inconsistent, unsuitable, lacking harmony of parts or agreement in character.
Related words: congruous and congruent, which both mean coming together harmoniously, fitting in consistently.","

",
37.,ASSUAGE,uh-SWAYJ,"To relieve, ease, make less severe or intense; also, to satisfy, appease, make content.
Synonyms: allay, mollify (Level 2, Word 27), mitigate.
Pronunciation tip: Don't pronounce the G in assuage like the G in garage or the Z in azure. In assuage, the A is long (as in day) and the G is pronounced like J: uh-SWAYJ.","

",
38.,CORROBORATE,kuh-RAHB-uh-rayt,"To confirm, support, make more certain or believable, strengthen by providing additional evidence or proof.
Synonyms: authenticate, verify, substantiate.","

",
39.,EMBELLISH,em-BEL-ish,"To decorate, dress up, adorn, enhance with ornamentation, make more beautiful, elegant, or interesting.
Corresponding noun: embellishment, an ornament, decoration.","

",
40.,AVARICIOUS,AV-uh-RISH-us,"Greedy, money-grubbing, miserly, consumed with a selfish desire to accumulate money or property.
Synonyms: covetous, mercenary (Level 3, Word 14).
Corresponding noun: avarice, greed, an inordinate desire for wealth.","

",
41.,CURSORY,KUR-suh-ree or KUR-sur-ee,"Quick, hasty, not methodical, done rapidly with little attention to detail, passing quickly over or through something that deserves closer examination.
Synonyms: hurried, haphazard, slapdash, superficial.
Antonyms: thorough, careful, scrupulous, exhaustive, prolonged, protracted.
Related words (from the Latin currere, to run): course, curriculum, courier.","

",
42.,VACILLATE,VAS-i-layt,"To waver, fluctuate, be indecisive, show uncertainty, hesitate in making up one's mind.","

",
43.,CLEMENT,KLEM-int,"(1)	Mild, calm, tranquil, moderate, temperate, not severe or extreme.
(2)	Merciful, lenient, inclined to pardon or forgive.
Corresponding noun: clemency.","

",
44.,LUCRATIVE,LOO-kruh-tiv,"Profitable, producing wealth, money-making, financially productive, remunerative.
Related word: lucre (LOO-kur), money, profit, especially tainted money, ill-gotten gains (as in the cliché ""filthy lucre"").","

",
45.,ALLOCATE,AL-uh-kayt or AL-oh-kayt,"To assign, designate, earmark, set aside for a specific purpose.","

",
46.,RECONCILE,REK-un-syl or rek-un-SYL,"(1)	To make friendly again, restore friendly relations between, settle, resolve, bring into harmony or agreement.
(2)	To bring into agreement, make consistent.
(3)	To resign oneself to accept something undesirable.
",47.,47.
47.,PARAGON,PAR-uh-gahn,"A model of excellence, perfect example.","

",
48.,ANALOGOUS,uh-NAL-uh-gus,"Similar, alike in certain ways, corresponding partially, sharing some aspects of form, function, or content.
Synonyms: akin, comparable.
Related word: analogy, a partial similarity, likeness, or resemblance that allows for a comparison between things.","

",
49.,DIURNAL,dy-URN-'l,"(1)	Daily, recurring each day, performed or happening in the course of a day.
(2)	Active during the day, as opposed to nocturnal, active at night.","

",
50.,PRETEXT,PREE-tekst,"An excuse, ostensible reason or motive, professed purpose; specifically, an excuse or false reason given to hide the true reason or purpose.","

",
1.,DEFRAY,di-FRAY,"To pay, provide money for, cover the cost or expenses of.","

",
2.,TACITURN,TAS-i-turn,"Silent, not talkative, holding one's tongue, habitually silent and withdrawn.
Synonyms: reserved, uncommunicative, reticent.
Antonyms: garrulous (Level 4, Word 8), loquacious, effusive, voluble (Level 5, Word 1).
Related word: tacit (Level 2, Word 9), unspoken, done or made in silence.","

",
3.,TERSE,rhymes with curse,"Brief and to the point, free of superfluous words, expressed in a pointed and polished way.
Synonyms: concise, pithy, succinct, laconic (Level 3, Word 18).
Antonyms: long-winded, redundant, verbose (Level 2, Word 30), prolix (Level 9, Word
1).
Beastly mispronunciation: suh-SINGKT for succinct. Take care to pronounce the double C like KS: suhk-SINGKT.","

",
4.,BOON,rhymes with moon,"A	blessing, timely and welcome benefit, something beneficial bestowed upon one, something to be thankful for.
Additional useful words: yore, time long past; supplicant, a person who begs for something; supplication, the act of begging for something humbly and earnestly; archaic, old-fashioned, of a former time.","

",
5.,PROLETARIAT,PROH-Iuh-TAIR-ee-it,"The working class, especially the industrial wageearning class, which earns its living by manual labor, the lowest and poorest class of people in society.
Corresponding adjective: proletarian, of or relating to the working class.","

",
6.,HETEROGENEOUS,HET-uh-roh-JEE-nee-us,"Varied, composed of parts of different kinds, made up of unrelated or diverse elements, mixed, dissimilar, miscellaneous.
Antonym: homogeneous (HOH-moh-JEE-nee-us).
Useful information: The prefix homo- means same, similar, like; the prefix hetero- means other, different, unlike.","

",
7.,PITTANCE,"PIT'ns, rhymes with admittance","A	small amount, portion, or share, especially a small or meager amount of money.
Memory aid: Think of the pit of a fruit, which is . small and hard, and you'll easily remember that a pittance is a small amount of money that is hard to live on.","

",
8.,GLIB,rhymes with rib,"Smooth-spoken, speaking in a ready, fluent manner, with natural or offhand ease, talkative in a nonchalant way.
Synonyms: suave, facile, bland, voluble (Level 5, Word 1), flippant, unctuous.
Useful information: The synonym unctuous means having a slimy, slippery, or smarmy manner; self-serving and insincere.
Additional useful word: unguent, a medicinal ointment, salve.","

",
9.,PENCHANT,PEN-chint,"A	liking, leaning, strong inclination, decided taste.
Synonyms: propensity, proclivity.","

",
10.,SOLICITOUS,suh-LIS-i-tus,"Concerned, showing care and attention, especially in a worried, anxious, or fearful way.
Usage tip: In the above sense, solicitous may be followed by the prepositions of, for, or about. When used to mean eager, full of desire, willing, solicitous is followed by the preposition to.","

",
11.,CIRCUMSCRIBE,SUR-kum-SKRYB,"To limit, restrict, confine, hem in, fix the boundaries of (literally, to draw a line around).
Related words: circum- means around. You can see this combining form in the words circumstance; circumcision; circumvent, to go around, bypass, especially in a clever or resourceful way; circumlocutory, expressed in a roundabout way; and circumnavigate, to navigate or sail around.","

",
12.,DEARTH,rhymes with earth,"A lack, scarcity, insufficiency, inadequate supply of something needed.
Synonym: paucity (Level 10, Word 2).
Antonyms: abundance, surplus, excess, superfluity, plethora, surfeit.","

",
13.,INGRATIATING,in-GRAY-shee-ay-ting,"Flattering, attempting to win approval or curry favor, trying to gain acceptance, done to charm or please another.
Synonym: unctuous.
Usage tip: Dictionaries and thesauruses often give charming, pleasing, and agreeable as synonyms of ingratiating, but today the word invariably has the negative suggestion of insincerely charming, pleasing or agreeable so as to gain approval or get into the good graces of another.","

",
14.,MERCENARY,MUR-suh-ner-ee,"Greedy, done for payment only, motivated by a selfish desire for money or other reward.
Synonyms: covetous, avaricious (both discussed in Level 2, Word 40).
Additional related word: venal, corruptible, capable of being bribed or bought off.
Corresponding noun: mercenary, a hired soldier, one who fights not for a cause or for love of country but for money.","

",
15.,EXTEMPORIZE,eks-TEM-puh-ryz,"To improvise, to speak or compose with little or no preparation or practice, perform something in an offhand or unpremeditated way.
Corresponding adjective: extemporaneous (eks-TEM-puh-RAY-nee-us), spoken or composed with little or no preparation or practice.","

",
16.,ERUDITE,"preferably, ER-uu-dyt or AIR-uu-dyt; commonly, AIR-yoo-dyt","Learned, scholarly, possessing extensive knowledge acquired chiefly from books.
Corresponding noun: erudition (preferably ER- or AIR-uu-DISH-un; commonly, AIRyoo-DISH-un), extensive knowledge acquired from reading books.
Usage tip: erudite may be used either of people or things.","

",
17.,AUSTERE,aw-STEER,"Severe, serious, characterized by strict selfdiscipline or severe self-denial, stern in appearance, manner, or practice.
Synonyms: somber, grim, grave, forbidding, dour (rhymes with poor).","

",
18.,LACONIC,luh-KAHN-ik,"Using few words, briefly and often bluntly expressed.
Synonyms: succinct, concise, pithy, succinct, terse (Level 3, Word 3).
Etymology: Laconic comes from the Greek lakonikos, a resident of the ancient city state of Sparta, which was renowned for its austere and warlike people. By derivation laconic refers to the Spartans' reputation for rigorous self-discipline and reticence. Like the ancient Spartans, the laconic speakers and writers of today are determined to use no more words than are necessary to get the point across, even at the risk of giving offense.
Illustrative anecdote: Julius Caesar's three-word pronouncement, Veni, vidi, vici (""I came, I saw, I conquered""), is one of the most famous laconic statements of all time.","

",
19.,AMELIORATE,uh-MEEL-yuh-rayt,"To make or become better or more tolerable, raise the condition or state of.
Synonyms: improve, amend, correct, reform, rectify.
Usage tip: Ameliorate is used chiefly of improving something that needs help because it is inferior, oppressive, or intolerable.","

",
20.,EXPUNGE,ek-SPUNJ,"To erase, delete, cancel; punch, strike, or wipe out something completely so it appears as though it had never existed.
Synonyms: eradicate, obliterate.","

",
21.,CIRCUMSPECT,SUR-kum-spekt,"Careful, cautious, wary, watchful, carefully considering all circumstances before acting or making a judgment.
Synonyms: discreet, vigilant, prudent (Level 1, Word 47).
Etymology: Circumspect comes from the Latin circum-, around, and specere, to look at carefully, observe. The Latin specere is also the source of the words spectator, spectacle, and spectacular, wonderful to behold.","

",
22.,QUIESCENT,kwy-ES-int,"Still, quiet, tranquil, inactive, at rest or repose.
Antonyms: vigorous, animated, sprightly, vivacious, ebullient.
Related words: latent, which applies to something that has not yet been revealed; dormant, which applies to something inactive or that seems asleep.
Connotation: Quiescent suggests a temporary cessation of activity, a period of rest or repose.","

",
23.,FOIBLE,FOY-buul,"A weak point, slight fault or flaw,,-minor failing, especially a (usually forgivable) weakness in a person's character.
Etymology: By derivation foible means the weak part of a sword, and it is related to the word feeble, weak, frail.","

",
24.,FERVENT,FUR-vint,"Passionate, having or showing great warmth or intensity of feeling, fiery, earnest, impassioned.
Synonyms: vehement, ardent, fervid, zealous.
Antonyms: lukewarm, listless, apathetic, indifferent, impassive, phlegmatic (fleg-MATik).
Etymology and usage tip: Fervent and fervid both come from the Latin fervere, to boil, glow. Fervent suggests great warmth and earnestness. Fervid is stronger and suggests intense, even violent emotion.","

",
25.,PROTRACT,proh-TRAKT,"To draw out, drag out, extend in time, lengthen, prolong, especially to excess.
Antonyms: abbreviate, condense, curtail, truncate (Level 7, Word 5).
Etymology and connotation: Protract comes from the Latin tractare, to draw, drag around. It suggests drawing or dragging something out needlessly, often to the point of irritation or boredom","

",
26.,OSTENTATIOUS,AH-sten-TAY-shus,"Showy, extremely conspicuous, extravagant, flamboyant; specifically, displayed or done in a flashy, vain manner.
Antonyms: simple, plain, modest, unassuming
N.B. This discussion distinguishes the words pretentious, pompous, and ostentatious, all of which refer to persons or things that are showy, extravagant, and self-important.","

",
27.,QUANDARY,KWAHN-duh-ree,"A state of uncertainty, perplexity, or doubt.
Synonyms: predicament, dilemma.","

",
28.,CENSURE,SEN-shur,"To blame, condemn, find fault with, criticize harshly, express stern disapproval of.
Synonyms: denounce, reprimand, reprehend.
Antonyms: commend, extol, laud.
Connotation: Censure usually implies condemnation of irresponsible behavior rather than condemnation of character.
Usage tip: Be careful not to confuse the words censure, to blame, condemn, find fault with, and censor (SEN-sur), to suppress or delete something objectionable.
",29.,29.
29.,CAVIL,KAV'l,"To criticize or complain unnecessarily, point out petty flaws, raise trivial or frivolous objections.
Synonyms: nitpick, niggle, carp, quibble. (All these words suggest making unnecessary criticisms or complaining about trivial things.)","

",
